hhid,lga_standard,lga_for_seifa,homesubregion_ASGS,homeregion_ASGS,hhinc_group,totalvehs,totalbikes_clean,hhsize,dayType,travmonth,travdow,LGA_Name,IRSD_Score,IRSD_Decile,IRSAD_Score,IRSAD_Decile,IEO_Score,IEO_Decile,Population,hhinc_sort
Y25H6690337,Melbourne,Melbourne,MELB - Inner,Greater Melbourne,"$650-$799 ($33,800-$41,599)",0,0.0,1,Weekday,May,Tuesday,Melbourne,1017,8,1086,10,1150,10,149615,650
Y25H6690339,Melbourne,Melbourne,MELB - Inner,Greater Melbourne,"$400-$499 ($20,800-$25,999)",1,,1,Weekday,May,Thursday,Melbourne,1017,8,1086,10,1150,10,149615,400
Y25H6690340,Melbourne,Melbourne,MELB - Inner,Greater Melbourne,"$650-$799 ($33,800-$41,599)",1,0.0,2,Weekday,May,Friday,Melbourne,1017,8,1086,10,1150,10,149615,650
Y25H6690341,Melbourne,Melbourne,MELB - Inner,Greater Melbourne,"$2,500-$2,999 ($130,000-$155,999)",1,0.0,1,Weekend,May,Saturday,Melbourne,1017,8,1086,10,1150,10,149615,2500
Y25H6700404,Moonee Valley,Moonee Valley,MELB - Inner,Greater Melbourne,"$1-$149 ($1-$7,799)",0,0.0,1,Weekday,May,Thursday,Moonee Valley,1041,9,1060,9,1069,9,121851,1
Y25H6700405,Moonee Valley,Moonee Valley,MELB - Inner,Greater Melbourne,"$3,000-$3,499 ($156,000-$181,999)",2,0.0,2,Weekday,May,Friday,Moonee Valley,1041,9,1060,9,1069,9,121851,3000
Y25H6700406,Moonee Valley,Moonee Valley,MELB - Inner,Greater Melbourne,"$1,250-$1,499 ($65,000-$77,999)",0,0.0,2,Weekend,May,Saturday,Moonee Valley,1041,9,1060,9,1069,9,121851,1250
Y25H6700407,Moonee Valley,Moonee Valley,MELB - Inner,Greater Melbourne,"$2,500-$2,999 ($130,000-$155,999)",0,0.0,2,Weekend,June,Sunday,Moonee Valley,1041,9,1060,9,1069,9,121851,2500
Y25H6700409,Moonee Valley,Moonee Valley,MELB - Inner,Greater Melbourne,"$1,750-$1,999 ($91,000-$103,999)",1,0.0,1,Weekday,May,Tuesday,Moonee Valley,1041,9,1060,9,1069,9,121851,1750
Y25H6700410,Moonee Valley,Moonee Valley,MELB - Inner,Greater Melbourne,"$3,500-$3,999 ($182,000-$207,999)",1,0.0,2,Weekday,May,Wednesday,Moonee Valley,1041,9,1060,9,1069,9,121851,3500
Y25H6700414,Moonee Valley,Moonee Valley,MELB - Inner,Greater Melbourne,"$4,000-$4,499 ($208,000-$233,999)",1,0.0,2,Weekend,June,Sunday,Moonee Valley,1041,9,1060,9,1069,9,121851,4000
Y25H6700416,Moonee Valley,Moonee Valley,MELB - Inner,Greater Melbourne,"$4,000-$4,499 ($208,000-$233,999)",0,2.0,2,Weekday,May,Tuesday,Moonee Valley,1041,9,1060,9,1069,9,121851,4000
Y25H6700418,Moonee Valley,Moonee Valley,MELB - Inner,Greater Melbourne,"$3,500-$3,999 ($182,000-$207,999)",1,0.0,2,Weekday,May,Thursday,Moonee Valley,1041,9,1060,9,1069,9,121851,3500
Y25H6700419,Moonee Valley,Moonee Valley,MELB - Inner,Greater Melbourne,"$1,750-$1,999 ($91,000-$103,999)",0,0.0,1,Weekday,May,Friday,Moonee Valley,1041,9,1060,9,1069,9,121851,1750
Y25H6700421,Moonee Valley,Moonee Valley,MELB - Inner,Greater Melbourne,"$1,500-$1,749 ($78,000-$90,999)",0,0.0,1,Weekend,June,Sunday,Moonee Valley,1041,9,1060,9,1069,9,121851,1500
Y25H6700423,Moonee Valley,Moonee Valley,MELB - Middle,Greater Melbourne,"$1,250-$1,499 ($65,000-$77,999)",2,0.0,2,Weekday,May,Tuesday,Moonee Valley,1041,9,1060,9,1069,9,121851,1250
Y25H6700430,Moonee Valley,Moonee Valley,MELB - Middle,Greater Melbourne,"$6,000-$7,999 ($312,000-$415,999)",2,5.0,3,Weekday,May,Tuesday,Moonee Valley,1041,9,1060,9,1069,9,121851,6000
Y25H6700432,Moonee Valley,Moonee Valley,MELB - Middle,Greater Melbourne,"$1,000-$1,249 ($52,000-$64,999)",1,0.0,1,Weekday,May,Thursday,Moonee Valley,1041,9,1060,9,1069,9,121851,1000
Y25H6700434,Moonee Valley,Moonee Valley,MELB - Middle,Greater Melbourne,"$5,000-$5,999 ($260,000-$311,999)",2,2.0,4,Weekend,May,Saturday,Moonee Valley,1041,9,1060,9,1069,9,121851,5000
Y25H6700435,Moonee Valley,Moonee Valley,MELB - Middle,Greater Melbourne,"$2,500-$2,999 ($130,000-$155,999)",1,,2,Weekend,June,Sunday,Moonee Valley,1041,9,1060,9,1069,9,121851,2500
Y25H6700436,Moonee Valley,Moonee Valley,MELB - Middle,Greater Melbourne,"$3,500-$3,999 ($182,000-$207,999)",1,0.0,1,Weekday,May,Monday,Moonee Valley,1041,9,1060,9,1069,9,121851,3500
Y25H6700437,Moonee Valley,Moonee Valley,MELB - Middle,Greater Melbourne,"$5,000-$5,999 ($260,000-$311,999)",2,1.0,4,Weekday,May,Tuesday,Moonee Valley,1041,9,1060,9,1069,9,121851,5000
Y25H6700439,Moonee Valley,Moonee Valley,MELB - Middle,Greater Melbourne,"$3,500-$3,999 ($182,000-$207,999)",1,2.0,4,Weekday,May,Thursday,Moonee Valley,1041,9,1060,9,1069,9,121851,3500
Y25H6700502,Macedon Ranges,Macedon Ranges,MELB - Outer,Greater Melbourne,"$650-$799 ($33,800-$41,599)",2,4.0,2,Weekday,May,Tuesday,Macedon Ranges,1063,10,1047,9,1039,9,51458,650
Y25H6700503,Macedon Ranges,Macedon Ranges,MELB - Outer,Greater Melbourne,"$5,000-$5,999 ($260,000-$311,999)",4,0.0,4,Weekday,May,Wednesday,Macedon Ranges,1063,10,1047,9,1039,9,51458,5000
Y25H6700505,Macedon Ranges,Macedon Ranges,MELB - Outer,Greater Melbourne,"$5,000-$5,999 ($260,000-$311,999)",3,,2,Weekday,May,Friday,Macedon Ranges,1063,10,1047,9,1039,9,51458,5000
Y25H6700508,Macedon Ranges,Macedon Ranges,MELB - Outer,Greater Melbourne,"$800-$999 ($41,600-$51,999)",2,0.0,2,Weekday,May,Monday,Macedon Ranges,1063,10,1047,9,1039,9,51458,800
Y25H6700515,Macedon Ranges,Macedon Ranges,MELB - Outer,Greater Melbourne,"$3,000-$3,499 ($156,000-$181,999)",3,0.0,3,Weekday,May,Monday,Macedon Ranges,1063,10,1047,9,1039,9,51458,3000
Y25H6700516,Macedon Ranges,Macedon Ranges,MELB - Outer,Greater Melbourne,"$2,500-$2,999 ($130,000-$155,999)",3,0.0,3,Weekday,May,Tuesday,Macedon Ranges,1063,10,1047,9,1039,9,51458,2500
Y25H6700517,Macedon Ranges,Macedon Ranges,MELB - Outer,Greater Melbourne,"$3,000-$3,499 ($156,000-$181,999)",2,3.0,5,Weekday,May,Wednesday,Macedon Ranges,1063,10,1047,9,1039,9,51458,3000
Y25H6700522,Wyndham,Wyndham,MELB - Outer,Greater Melbourne,Not Stated,2,0.0,2,Weekday,May,Monday,Wyndham,1006,8,1004,8,1007,9,292011,-1
Y25H6700525,Wyndham,Wyndham,MELB - Outer,Greater Melbourne,"$5,000-$5,999 ($260,000-$311,999)",2,1.0,4,Weekday,May,Thursday,Wyndham,1006,8,1004,8,1007,9,292011,5000
Y25H6700533,Wyndham,Wyndham,MELB - Outer,Greater Melbourne,"$4,000-$4,499 ($208,000-$233,999)",2,0.0,3,Weekday,May,Friday,Wyndham,1006,8,1004,8,1007,9,292011,4000
Y25H6700534,Wyndham,Wyndham,MELB - Outer,Greater Melbourne,"$1,000-$1,249 ($52,000-$64,999)",3,0.0,6,Weekend,May,Saturday,Wyndham,1006,8,1004,8,1007,9,292011,1000
Y25H6700536,Wyndham,Wyndham,MELB - Outer,Greater Melbourne,"$1,250-$1,499 ($65,000-$77,999)",2,0.0,2,Weekday,May,Monday,Wyndham,1006,8,1004,8,1007,9,292011,1250
Y25H6700539,Wyndham,Wyndham,MELB - Outer,Greater Melbourne,"$1,500-$1,749 ($78,000-$90,999)",3,4.0,3,Weekday,May,Thursday,Wyndham,1006,8,1004,8,1007,9,292011,1500
Y25H6710101,Monash,Monash,MELB - Middle,Greater Melbourne,"$500-$649 ($26,000-$33,799)",2,0.0,2,Weekday,June,Monday,Monash,1042,9,1067,10,1086,10,190397,500
Y25H6710102,Monash,Monash,MELB - Middle,Greater Melbourne,"$400-$499 ($20,800-$25,999)",0,,1,Weekday,June,Tuesday,Monash,1042,9,1067,10,1086,10,190397,400
Y25H6710103,Monash,Monash,MELB - Middle,Greater Melbourne,"$150-$299 ($7,800-$15,599)",1,2.0,4,Weekday,June,Wednesday,Monash,1042,9,1067,10,1086,10,190397,150
Y25H6710105,Monash,Monash,MELB - Middle,Greater Melbourne,"$4,000-$4,499 ($208,000-$233,999)",2,4.0,4,Weekday,June,Friday,Monash,1042,9,1067,10,1086,10,190397,4000
Y25H6710106,Monash,Monash,MELB - Middle,Greater Melbourne,"$2,500-$2,999 ($130,000-$155,999)",3,0.0,5,Weekend,June,Saturday,Monash,1042,9,1067,10,1086,10,190397,2500
Y25H6710107,Monash,Monash,MELB - Middle,Greater Melbourne,"$1,250-$1,499 ($65,000-$77,999)",1,0.0,1,Weekend,June,Sunday,Monash,1042,9,1067,10,1086,10,190397,1250
Y25H6710108,Monash,Monash,MELB - Middle,Greater Melbourne,"$2,500-$2,999 ($130,000-$155,999)",1,1.0,3,Weekday,June,Monday,Monash,1042,9,1067,10,1086,10,190397,2500
Y25H6710110,Monash,Monash,MELB - Middle,Greater Melbourne,"$1,250-$1,499 ($65,000-$77,999)",1,1.0,2,Weekday,June,Wednesday,Monash,1042,9,1067,10,1086,10,190397,1250
Y25H6710112,Monash,Monash,MELB - Middle,Greater Melbourne,Not Stated,0,0.0,4,Weekday,June,Friday,Monash,1042,9,1067,10,1086,10,190397,-1
Y25H6710115,Monash,Monash,MELB - Middle,Greater Melbourne,"$4,000-$4,499 ($208,000-$233,999)",2,2.0,4,Weekday,June,Monday,Monash,1042,9,1067,10,1086,10,190397,4000
Y25H6710117,Monash,Monash,MELB - Middle,Greater Melbourne,"$300-$399 ($15,600-$20,799)",1,0.0,1,Weekday,June,Wednesday,Monash,1042,9,1067,10,1086,10,190397,300
Y25H6710120,Monash,Monash,MELB - Middle,Greater Melbourne,"$3,000-$3,499 ($156,000-$181,999)",3,0.0,4,Weekend,June,Saturday,Monash,1042,9,1067,10,1086,10,190397,3000
Y25H6710121,Monash,Monash,MELB - Middle,Greater Melbourne,"$1,500-$1,749 ($78,000-$90,999)",1,1.0,2,Weekend,June,Sunday,Monash,1042,9,1067,10,1086,10,190397,1500
Y25H6710122,Monash,Monash,MELB - Middle,Greater Melbourne,"$650-$799 ($33,800-$41,599)",1,0.0,2,Weekday,June,Monday,Monash,1042,9,1067,10,1086,10,190397,650
Y25H6710129,Monash,Monash,MELB - Middle,Greater Melbourne,"$5,000-$5,999 ($260,000-$311,999)",2,0.0,3,Weekday,June,Monday,Monash,1042,9,1067,10,1086,10,190397,5000
Y25H6710130,Monash,Monash,MELB - Middle,Greater Melbourne,"$800-$999 ($41,600-$51,999)",1,0.0,1,Weekday,June,Tuesday,Monash,1042,9,1067,10,1086,10,190397,800
Y25H6710132,Monash,Monash,MELB - Middle,Greater Melbourne,"$1,500-$1,749 ($78,000-$90,999)",1,0.0,2,Weekday,June,Thursday,Monash,1042,9,1067,10,1086,10,190397,1500
Y25H6710133,Monash,Monash,MELB - Middle,Greater Melbourne,"$6,000-$7,999 ($312,000-$415,999)",3,2.0,5,Weekday,June,Friday,Monash,1042,9,1067,10,1086,10,190397,6000
Y25H6710134,Monash,Monash,MELB - Middle,Greater Melbourne,"$5,000-$5,999 ($260,000-$311,999)",2,3.0,3,Weekend,June,Saturday,Monash,1042,9,1067,10,1086,10,190397,5000
Y25H6710135,Monash,Monash,MELB - Middle,Greater Melbourne,"$3,500-$3,999 ($182,000-$207,999)",1,0.0,2,Weekend,June,Sunday,Monash,1042,9,1067,10,1086,10,190397,3500
Y25H6710136,Monash,Monash,MELB - Middle,Greater Melbourne,"$1,500-$1,749 ($78,000-$90,999)",3,0.0,4,Weekday,June,Monday,Monash,1042,9,1067,10,1086,10,190397,1500
Y25H6710138,Monash,Monash,MELB - Middle,Greater Melbourne,"$3,500-$3,999 ($182,000-$207,999)",1,0.0,1,Weekday,June,Wednesday,Monash,1042,9,1067,10,1086,10,190397,3500
Y25H6710141,Monash,Monash,MELB - Middle,Greater Melbourne,"$1,250-$1,499 ($65,000-$77,999)",2,,2,Weekend,June,Saturday,Monash,1042,9,1067,10,1086,10,190397,1250
Y25H6710142,Monash,Monash,MELB - Middle,Greater Melbourne,"$4,500-$4,999 ($234,000-$259,999)",2,2.0,4,Weekend,June,Sunday,Monash,1042,9,1067,10,1086,10,190397,4500
Y25H6710202,Glen Eira,Glen Eira,MELB - Inner,Greater Melbourne,"$1,250-$1,499 ($65,000-$77,999)",0,0.0,1,Weekday,June,Tuesday,Glen Eira,1075,10,1103,10,1122,10,148908,1250
Y25H6710205,Glen Eira,Glen Eira,MELB - Inner,Greater Melbourne,"$800-$999 ($41,600-$51,999)",1,0.0,1,Weekday,June,Friday,Glen Eira,1075,10,1103,10,1122,10,148908,800
Y25H6710206,Glen Eira,Glen Eira,MELB - Inner,Greater Melbourne,"$1,500-$1,749 ($78,000-$90,999)",0,5.0,3,Weekend,June,Saturday,Glen Eira,1075,10,1103,10,1122,10,148908,1500
Y25H6710212,Glen Eira,Glen Eira,MELB - Inner,Greater Melbourne,"$6,000-$7,999 ($312,000-$415,999)",2,0.0,3,Weekday,June,Friday,Glen Eira,1075,10,1103,10,1122,10,148908,6000
Y25H6710215,Glen Eira,Glen Eira,MELB - Inner,Greater Melbourne,"$3,000-$3,499 ($156,000-$181,999)",0,1.0,2,Weekday,June,Monday,Glen Eira,1075,10,1103,10,1122,10,148908,3000
Y25H6710219,Glen Eira,Glen Eira,MELB - Inner,Greater Melbourne,"$1,000-$1,249 ($52,000-$64,999)",1,0.0,2,Weekday,June,Friday,Glen Eira,1075,10,1103,10,1122,10,148908,1000
Y25H6710221,Glen Eira,Glen Eira,MELB - Inner,Greater Melbourne,"$1,000-$1,249 ($52,000-$64,999)",2,0.0,2,Weekend,June,Sunday,Glen Eira,1075,10,1103,10,1122,10,148908,1000
Y25H6710225,Glen Eira,Glen Eira,MELB - Inner,Greater Melbourne,"$4,000-$4,499 ($208,000-$233,999)",1,4.0,3,Weekday,June,Thursday,Glen Eira,1075,10,1103,10,1122,10,148908,4000
Y25H6710226,Glen Eira,Glen Eira,MELB - Inner,Greater Melbourne,"$2,000-$2,499 ($104,000-$129,999)",1,3.0,3,Weekday,June,Friday,Glen Eira,1075,10,1103,10,1122,10,148908,2000
Y25H6710230,Glen Eira,Glen Eira,MELB - Inner,Greater Melbourne,"$150-$299 ($7,800-$15,599)",0,1.0,1,Weekday,June,Tuesday,Glen Eira,1075,10,1103,10,1122,10,148908,150
Y25H6710233,Glen Eira,Glen Eira,MELB - Inner,Greater Melbourne,"$4,500-$4,999 ($234,000-$259,999)",2,2.0,2,Weekday,June,Friday,Glen Eira,1075,10,1103,10,1122,10,148908,4500
Y25H6710234,Glen Eira,Glen Eira,MELB - Inner,Greater Melbourne,"$5,000-$5,999 ($260,000-$311,999)",1,2.0,2,Weekend,June,Saturday,Glen Eira,1075,10,1103,10,1122,10,148908,5000
Y25H6710236,Glen Eira,Glen Eira,MELB - Inner,Greater Melbourne,"$2,500-$2,999 ($130,000-$155,999)",2,3.0,4,Weekday,June,Monday,Glen Eira,1075,10,1103,10,1122,10,148908,2500
Y25H6710242,Glen Eira,Glen Eira,MELB - Inner,Greater Melbourne,"$1,500-$1,749 ($78,000-$90,999)",1,2.0,4,Weekend,June,Sunday,Glen Eira,1075,10,1103,10,1122,10,148908,1500
Y25H6720201,Cardinia,Cardinia,MELB - Outer,Greater Melbourne,"$3,000-$3,499 ($156,000-$181,999)",2,0.0,2,Weekday,June,Monday,Cardinia,1021,8,993,8,975,8,118194,3000
Y25H6720202,Cardinia,Cardinia,MELB - Outer,Greater Melbourne,"$800-$999 ($41,600-$51,999)",2,0.0,2,Weekday,June,Tuesday,Cardinia,1021,8,993,8,975,8,118194,800
Y25H6720204,Cardinia,Cardinia,MELB - Outer,Greater Melbourne,"$2,500-$2,999 ($130,000-$155,999)",1,0.0,1,Weekday,June,Thursday,Cardinia,1021,8,993,8,975,8,118194,2500
Y25H6720205,Cardinia,Cardinia,MELB - Outer,Greater Melbourne,"$1,000-$1,249 ($52,000-$64,999)",1,0.0,1,Weekday,June,Friday,Cardinia,1021,8,993,8,975,8,118194,1000
Y25H6720206,Cardinia,Cardinia,MELB - Outer,Greater Melbourne,"$300-$399 ($15,600-$20,799)",1,0.0,1,Weekend,June,Saturday,Cardinia,1021,8,993,8,975,8,118194,300
Y25H6720217,Cardinia,Cardinia,MELB - Outer,Greater Melbourne,"$3,500-$3,999 ($182,000-$207,999)",3,0.0,2,Weekday,June,Wednesday,Cardinia,1021,8,993,8,975,8,118194,3500
Y25H6720218,Cardinia,Cardinia,MELB - Outer,Greater Melbourne,"$1,750-$1,999 ($91,000-$103,999)",2,4.0,3,Weekday,June,Thursday,Cardinia,1021,8,993,8,975,8,118194,1750
Y25H6720223,Cardinia,Cardinia,MELB - Outer,Greater Melbourne,"$3,000-$3,499 ($156,000-$181,999)",2,5.0,5,Weekday,June,Tuesday,Cardinia,1021,8,993,8,975,8,118194,3000
Y25H6720227,Cardinia,Cardinia,MELB - Outer,Greater Melbourne,"$1,750-$1,999 ($91,000-$103,999)",2,0.0,3,Weekend,June,Saturday,Cardinia,1021,8,993,8,975,8,118194,1750
Y25H6720228,Cardinia,Cardinia,MELB - Outer,Greater Melbourne,"$1,000-$1,249 ($52,000-$64,999)",2,0.0,1,Weekend,June,Sunday,Cardinia,1021,8,993,8,975,8,118194,1000
Y25H6720230,Cardinia,Cardinia,MELB - Outer,Greater Melbourne,"$4,000-$4,499 ($208,000-$233,999)",4,0.0,4,Weekday,June,Tuesday,Cardinia,1021,8,993,8,975,8,118194,4000
Y25H6720231,Cardinia,Cardinia,MELB - Outer,Greater Melbourne,"$1,500-$1,749 ($78,000-$90,999)",2,3.0,5,Weekday,June,Wednesday,Cardinia,1021,8,993,8,975,8,118194,1500
Y25H6720233,Cardinia,Cardinia,MELB - Outer,Greater Melbourne,"$800-$999 ($41,600-$51,999)",2,0.0,2,Weekday,June,Friday,Cardinia,1021,8,993,8,975,8,118194,800
Y25H6720236,Cardinia,Cardinia,MELB - Outer,Greater Melbourne,"$1,250-$1,499 ($65,000-$77,999)",1,0.0,1,Weekday,June,Monday,Cardinia,1021,8,993,8,975,8,118194,1250
Y25H6720303,Bayside,Bayside (Vic.),MELB - Middle,Greater Melbourne,"$6,000-$7,999 ($312,000-$415,999)",2,,2,Weekday,June,Wednesday,Bayside (Vic.),1090,10,1127,10,1137,10,101306,6000
Y25H6720304,Bayside,Bayside (Vic.),MELB - Middle,Greater Melbourne,"$2,500-$2,999 ($130,000-$155,999)",1,2.0,3,Weekday,June,Thursday,Bayside (Vic.),1090,10,1127,10,1137,10,101306,2500
Y25H6720305,Bayside,Bayside (Vic.),MELB - Middle,Greater Melbourne,"$1,750-$1,999 ($91,000-$103,999)",2,0.0,1,Weekday,June,Friday,Bayside (Vic.),1090,10,1127,10,1137,10,101306,1750
Y25H6720308,Bayside,Bayside (Vic.),MELB - Middle,Greater Melbourne,"$1,000-$1,249 ($52,000-$64,999)",2,0.0,2,Weekday,June,Monday,Bayside (Vic.),1090,10,1127,10,1137,10,101306,1000
Y25H6720310,Bayside,Bayside (Vic.),MELB - Middle,Greater Melbourne,"$6,000-$7,999 ($312,000-$415,999)",2,,4,Weekday,June,Wednesday,Bayside (Vic.),1090,10,1127,10,1137,10,101306,6000
Y25H6720311,Bayside,Bayside (Vic.),MELB - Middle,Greater Melbourne,"$400-$499 ($20,800-$25,999)",1,1.0,2,Weekday,June,Thursday,Bayside (Vic.),1090,10,1127,10,1137,10,101306,400
Y25H6720312,Bayside,Bayside (Vic.),MELB - Middle,Greater Melbourne,"$6,000-$7,999 ($312,000-$415,999)",2,1.0,2,Weekday,June,Friday,Bayside (Vic.),1090,10,1127,10,1137,10,101306,6000
Y25H6720313,Bayside,Bayside (Vic.),MELB - Middle,Greater Melbourne,"$1,000-$1,249 ($52,000-$64,999)",2,1.0,2,Weekend,June,Saturday,Bayside (Vic.),1090,10,1127,10,1137,10,101306,1000
Y25H6720315,Bayside,Bayside (Vic.),MELB - Middle,Greater Melbourne,"$3,500-$3,999 ($182,000-$207,999)",2,7.0,5,Weekday,June,Monday,Bayside (Vic.),1090,10,1127,10,1137,10,101306,3500
Y25H6720316,Bayside,Bayside (Vic.),MELB - Middle,Greater Melbourne,"$800-$999 ($41,600-$51,999)",2,2.0,2,Weekday,June,Tuesday,Bayside (Vic.),1090,10,1127,10,1137,10,101306,800
Y25H6720318,Bayside,Bayside (Vic.),MELB - Middle,Greater Melbourne,Not Stated,1,0.0,1,Weekday,June,Thursday,Bayside (Vic.),1090,10,1127,10,1137,10,101306,-1
Y25H6720319,Bayside,Bayside (Vic.),MELB - Middle,Greater Melbourne,"$8,000 or more ($416,000 or more)",4,3.0,4,Weekday,June,Friday,Bayside (Vic.),1090,10,1127,10,1137,10,101306,0
Y25H6720321,Bayside,Bayside (Vic.),MELB - Middle,Greater Melbourne,"$2,500-$2,999 ($130,000-$155,999)",2,7.0,3,Weekend,June,Sunday,Bayside (Vic.),1090,10,1127,10,1137,10,101306,2500
Y25H6720322,Bayside,Bayside (Vic.),MELB - Middle,Greater Melbourne,"$800-$999 ($41,600-$51,999)",4,4.0,2,Weekday,June,Monday,Bayside (Vic.),1090,10,1127,10,1137,10,101306,800
Y25H6720327,Bayside,Bayside (Vic.),MELB - Middle,Greater Melbourne,"$300-$399 ($15,600-$20,799)",2,0.0,2,Weekend,June,Saturday,Bayside (Vic.),1090,10,1127,10,1137,10,101306,300
Y25H6720329,Bayside,Bayside (Vic.),MELB - Middle,Greater Melbourne,"$3,500-$3,999 ($182,000-$207,999)",4,0.0,3,Weekday,June,Monday,Bayside (Vic.),1090,10,1127,10,1137,10,101306,3500
Y25H6720330,Bayside,Bayside (Vic.),MELB - Middle,Greater Melbourne,"$1,250-$1,499 ($65,000-$77,999)",1,0.0,1,Weekday,June,Tuesday,Bayside (Vic.),1090,10,1127,10,1137,10,101306,1250
Y25H6720334,Bayside,Bayside (Vic.),MELB - Middle,Greater Melbourne,"$1,500-$1,749 ($78,000-$90,999)",1,0.0,2,Weekend,June,Saturday,Bayside (Vic.),1090,10,1127,10,1137,10,101306,1500
Y25H6720336,Bayside,Bayside (Vic.),MELB - Middle,Greater Melbourne,"$6,000-$7,999 ($312,000-$415,999)",2,7.0,3,Weekday,June,Monday,Bayside (Vic.),1090,10,1127,10,1137,10,101306,6000
Y25H6720337,Bayside,Bayside (Vic.),MELB - Middle,Greater Melbourne,"$2,500-$2,999 ($130,000-$155,999)",2,2.0,4,Weekday,June,Tuesday,Bayside (Vic.),1090,10,1127,10,1137,10,101306,2500
Y25H6720340,Bayside,Bayside (Vic.),MELB - Middle,Greater Melbourne,"$6,000-$7,999 ($312,000-$415,999)",2,3.0,3,Weekday,June,Friday,Bayside (Vic.),1090,10,1127,10,1137,10,101306,6000
Y25H6720342,Bayside,Bayside (Vic.),MELB - Middle,Greater Melbourne,"$2,500-$2,999 ($130,000-$155,999)",0,0.0,2,Weekend,June,Sunday,Bayside (Vic.),1090,10,1127,10,1137,10,101306,2500
Y25H6720401,Hume,Hume,MELB - Outer,Greater Melbourne,"$2,500-$2,999 ($130,000-$155,999)",1,1.0,3,Weekday,June,Monday,Hume,941,3,949,5,958,7,243901,2500
Y25H6720404,Hume,Hume,MELB - Outer,Greater Melbourne,"$5,000-$5,999 ($260,000-$311,999)",0,9.0,5,Weekday,June,Thursday,Hume,941,3,949,5,958,7,243901,5000
Y25H6720405,Hume,Hume,MELB - Outer,Greater Melbourne,"$1,750-$1,999 ($91,000-$103,999)",2,0.0,4,Weekday,June,Friday,Hume,941,3,949,5,958,7,243901,1750
Y25H6720407,Hume,Hume,MELB - Outer,Greater Melbourne,"$4,000-$4,499 ($208,000-$233,999)",3,3.0,4,Weekend,June,Sunday,Hume,941,3,949,5,958,7,243901,4000
Y25H6720408,Hume,Hume,MELB - Outer,Greater Melbourne,"$1,250-$1,499 ($65,000-$77,999)",1,0.0,1,Weekday,June,Monday,Hume,941,3,949,5,958,7,243901,1250
Y25H6720409,Hume,Hume,MELB - Outer,Greater Melbourne,Not Stated,1,0.0,1,Weekday,June,Tuesday,Hume,941,3,949,5,958,7,243901,-1
Y25H6720413,Hume,Hume,MELB - Outer,Greater Melbourne,"$500-$649 ($26,000-$33,799)",0,0.0,1,Weekend,June,Saturday,Hume,941,3,949,5,958,7,243901,500
Y25H6720414,Hume,Hume,MELB - Outer,Greater Melbourne,"$1,000-$1,249 ($52,000-$64,999)",1,0.0,3,Weekend,June,Sunday,Hume,941,3,949,5,958,7,243901,1000
Y25H6720417,Hume,Hume,MELB - Outer,Greater Melbourne,"$650-$799 ($33,800-$41,599)",0,0.0,1,Weekday,June,Wednesday,Hume,941,3,949,5,958,7,243901,650
Y25H6720418,Hume,Hume,MELB - Outer,Greater Melbourne,"$300-$399 ($15,600-$20,799)",1,0.0,1,Weekday,June,Thursday,Hume,941,3,949,5,958,7,243901,300
Y25H6720419,Hume,Hume,MELB - Outer,Greater Melbourne,"$1,250-$1,499 ($65,000-$77,999)",3,0.0,3,Weekday,June,Friday,Hume,941,3,949,5,958,7,243901,1250
Y25H6720423,Hume,Hume,MELB - Outer,Greater Melbourne,"$1,750-$1,999 ($91,000-$103,999)",1,0.0,4,Weekday,June,Tuesday,Hume,941,3,949,5,958,7,243901,1750
Y25H6720425,Hume,Hume,MELB - Outer,Greater Melbourne,"$3,500-$3,999 ($182,000-$207,999)",2,0.0,2,Weekday,June,Thursday,Hume,941,3,949,5,958,7,243901,3500
Y25H6720430,Hume,Hume,MELB - Outer,Greater Melbourne,"$1,250-$1,499 ($65,000-$77,999)",3,,3,Weekday,June,Tuesday,Hume,941,3,949,5,958,7,243901,1250
Y25H6720439,Hume,Hume,MELB - Outer,Greater Melbourne,"$1,750-$1,999 ($91,000-$103,999)",1,0.0,2,Weekday,June,Thursday,Hume,941,3,949,5,958,7,243901,1750
Y25H6720441,Hume,Hume,MELB - Outer,Greater Melbourne,"$1-$149 ($1-$7,799)",0,0.0,2,Weekend,June,Saturday,Hume,941,3,949,5,958,7,243901,1
Y25H6730101,Cardinia,Cardinia,MELB - Outer,Greater Melbourne,"$6,000-$7,999 ($312,000-$415,999)",1,1.0,7,Weekday,June,Monday,Cardinia,1021,8,993,8,975,8,118194,6000
Y25H6730103,Cardinia,Cardinia,MELB - Outer,Greater Melbourne,"$2,500-$2,999 ($130,000-$155,999)",3,3.0,5,Weekday,June,Wednesday,Cardinia,1021,8,993,8,975,8,118194,2500
Y25H6730104,Cardinia,Cardinia,MELB - Outer,Greater Melbourne,"$3,000-$3,499 ($156,000-$181,999)",2,4.0,4,Weekday,June,Thursday,Cardinia,1021,8,993,8,975,8,118194,3000
Y25H6730106,Cardinia,Cardinia,MELB - Outer,Greater Melbourne,"$300-$399 ($15,600-$20,799)",1,0.0,1,Weekend,June,Saturday,Cardinia,1021,8,993,8,975,8,118194,300
Y25H6730108,Cardinia,Cardinia,MELB - Outer,Greater Melbourne,"$1,250-$1,499 ($65,000-$77,999)",5,0.0,2,Weekday,June,Monday,Cardinia,1021,8,993,8,975,8,118194,1250
